variance,speedKmh,class
4.385406147032012703e-01,6.560322317639213452e+01,3.000000000000000000e+00
1.711443952057571938e-01,5.742924977122138586e+01,3.000000000000000000e+00
1.217765530204346414e+00,4.537149238524919248e+00,1.000000000000000000e+00
1.182916312883679710e+00,3.355379918305561482e+00,1.000000000000000000e+00
1.097193721775895359e+00,4.606375739317500440e+00,1.000000000000000000e+00
1.970557868565530057e+00,2.547899855229837129e+01,2.000000000000000000e+00
1.868549541224526100e+00,1.914347515464833194e+01,2.000000000000000000e+00
2.754091408368758209e+00,1.627046879781984146e+01,2.000000000000000000e+00
5.926752258488643399e-02,2.332314011979591817e-01,0.000000000000000000e+00
4.369267717064608675e-02,3.831458765854354187e-01,0.000000000000000000e+00
5.428000988184183973e-02,2.074094780419775408e-01,0.000000000000000000e+00
7.745682576206967818e-03,3.366874267444525115e-01,0.000000000000000000e+00
1.558312700057955594e-02,4.791220047749816802e-03,0.000000000000000000e+00
2.373244237948996638e+00,1.732570379432194940e+01,2.000000000000000000e+00
9.064321113538761354e-01,8.152014277197196179e+01,3.000000000000000000e+00
1.413899529051716453e+00,4.098356620517910720e+00,1.000000000000000000e+00
1.467812559895090185e+00,1.952397398073762957e+01,2.000000000000000000e+00
2.002791070820356678e-01,4.424432496183521835e+01,3.000000000000000000e+00
5.908527750804470902e-01,4.914652400531956289e+01,3.000000000000000000e+00
3.229835439167366706e-02,1.439818959803030596e-01,0.000000000000000000e+00
4.047090574820964015e-01,4.142853108359576986e+00,1.000000000000000000e+00
3.615278070437755176e-02,2.690143991711112514e-01,0.000000000000000000e+00
1.344302769521013907e+00,5.026835418138264622e+00,1.000000000000000000e+00
8.538885874247079677e-01,4.188535398274761690e+01,3.000000000000000000e+00
1.422998187884679577e+00,4.267650303570998460e+01,3.000000000000000000e+00
7.955443733682860952e-01,5.172514839190979430e+00,1.000000000000000000e+00
1.543126212962078636e+00,4.274572312911594452e+00,1.000000000000000000e+00
5.951090254244718880e-02,1.797807347566106051e-01,0.000000000000000000e+00
2.438520413611561022e+00,1.958907826307019207e+01,2.000000000000000000e+00
1.477208105762070289e+00,4.463531186915601801e+00,1.000000000000000000e+00
4.258054517720626375e-01,8.267540193734129161e+01,3.000000000000000000e+00
4.682303949633288137e-02,2.971570950954355306e-01,0.000000000000000000e+00
1.341440507140798655e+00,3.861362204369236828e+00,1.000000000000000000e+00
5.645089824206378504e-02,4.133033374656266967e-01,0.000000000000000000e+00
1.913149998030710730e+00,1.982741436272153024e+01,2.000000000000000000e+00
1.281137047733951650e+00,4.039489739009781033e+00,1.000000000000000000e+00
6.271422042109613404e-01,2.633123615558099573e+01,3.000000000000000000e+00
3.855979756839332528e-02,2.681952971294964128e-01,0.000000000000000000e+00
2.312225909279986169e+00,1.468990018147837873e+01,2.000000000000000000e+00
6.931297537843109091e-02,3.441273289066115737e-01,0.000000000000000000e+00
9.733851202940031477e-01,5.012674289013608231e+00,1.000000000000000000e+00
9.710222530372448757e-01,4.997447969773757492e+00,1.000000000000000000e+00
1.077577388093534427e+00,3.311551701570422335e+00,1.000000000000000000e+00
2.550586371155449505e+00,1.573974638896144995e+01,2.000000000000000000e+00
7.099868810035078748e-02,2.150393786476207658e-01,0.000000000000000000e+00
1.408861909444025340e+00,3.846451463210211141e+00,1.000000000000000000e+00
1.714059404338753867e-02,9.407864781110485131e-02,0.000000000000000000e+00
1.245090528438563160e+00,5.940752346328652678e+00,1.000000000000000000e+00
1.335273470718048916e+00,6.814104574249070367e+01,3.000000000000000000e+00
1.936712724086411819e-01,7.906273267826489359e+01,3.000000000000000000e+00
1.034392846470012950e+00,5.222963093822228586e+01,3.000000000000000000e+00
1.515098510210461269e+00,1.688150054372469810e+01,2.000000000000000000e+00
1.126277080774216621e+00,5.605727192830022076e+00,1.000000000000000000e+00
9.609314233588569509e-01,5.342522282666323008e+00,1.000000000000000000e+00
4.432917179163949756e-02,1.044459559399574244e-01,0.000000000000000000e+00
2.471649014518193965e+00,2.580504934254118510e+01,2.000000000000000000e+00
1.537969508864327040e+00,4.185328950138111459e+00,1.000000000000000000e+00
1.985297229437373634e+00,2.310664483390571178e+01,2.000000000000000000e+00
2.993048691767601771e-02,1.191701714644848586e-01,0.000000000000000000e+00
6.761998719116265599e-01,5.697453432692976349e+01,3.000000000000000000e+00
5.251422939981804650e-01,5.482407874665795333e+01,3.000000000000000000e+00
2.039182474391308730e+00,1.735967138720937442e+01,2.000000000000000000e+00
1.798162716015134777e+00,1.867405417725565897e+01,2.000000000000000000e+00
9.628576633664063245e-01,4.358442218004760171e+00,1.000000000000000000e+00
1.450707633619542580e+00,4.843694575306068728e+00,1.000000000000000000e+00
1.319740834305621169e+00,5.067203006070809757e+00,1.000000000000000000e+00
3.073164614375075571e-02,1.073069528421917163e-01,0.000000000000000000e+00
1.626827303490656185e+00,1.737202896854440226e+01,2.000000000000000000e+00
1.365707963061205454e+00,1.754259049085836963e+01,2.000000000000000000e+00
7.777464915846535876e-01,5.456037303139874339e+00,1.000000000000000000e+00
4.628494665190548141e-02,5.698586220393672686e-02,0.000000000000000000e+00
1.320332657158847511e-01,6.638349020838360559e+01,3.000000000000000000e+00
3.021007580068184595e+00,2.098814305741744946e+01,2.000000000000000000e+00
1.341779244723912967e+00,3.573308248645965968e+00,1.000000000000000000e+00
1.875392572547790113e-02,-1.238957243098068317e-02,0.000000000000000000e+00
1.214556488383448096e+00,3.813313775855029064e+00,1.000000000000000000e+00
9.113444304666551421e-01,5.935354140015256519e+00,3.000000000000000000e+00
5.563645743554621048e-02,1.530824347895295423e-01,0.000000000000000000e+00
2.252100551975938281e+00,1.690514181137134386e+01,2.000000000000000000e+00
8.130117300776837919e-01,4.972523864553847872e+00,1.000000000000000000e+00
1.581466528498247648e+00,4.447399791141609882e+00,1.000000000000000000e+00
5.862560238232397691e-02,2.117327383308782174e-01,0.000000000000000000e+00
1.384780682083279091e+00,4.420659308976493840e+00,1.000000000000000000e+00
1.349319110487018136e+00,8.620617492239216517e+01,3.000000000000000000e+00
4.417727190009510668e-02,1.848214904964416705e-01,0.000000000000000000e+00
7.174231728666516927e-01,5.550288036383842893e+01,3.000000000000000000e+00
3.074788371593469627e+00,2.001954405380987367e+01,2.000000000000000000e+00
9.440338333179237873e-02,2.412605135768858267e-02,0.000000000000000000e+00
1.276808920294162597e+00,5.702718641413720313e+00,1.000000000000000000e+00
1.313190147913455563e+00,4.075202435998545702e+00,1.000000000000000000e+00
7.772371802421060294e-02,1.981486864007610260e-01,0.000000000000000000e+00
2.420237368980199477e+00,1.604592931862451266e+01,2.000000000000000000e+00
2.569392581480063609e-02,5.078880808455237261e-01,0.000000000000000000e+00
1.750425887412480619e-01,5.823274081589329398e+01,3.000000000000000000e+00
2.397901766718704586e+00,2.097612704860956967e+01,2.000000000000000000e+00
5.503866065373548555e-02,1.226990216144533546e-01,0.000000000000000000e+00
-2.690678184056145561e-01,7.042244856758676974e+01,3.000000000000000000e+00
8.246659270844090006e-01,3.946473544095004282e+00,1.000000000000000000e+00
8.986731378677347698e-03,1.160278157819223943e-01,0.000000000000000000e+00
4.174094136476342448e-02,3.158110873500067917e-01,0.000000000000000000e+00
5.141781021386333805e-02,3.964725132916389616e-01,0.000000000000000000e+00
1.318335642713488909e+00,5.504604900458816452e+00,1.000000000000000000e+00
4.715574720696566469e-02,1.937320902726828165e-01,0.000000000000000000e+00
2.219001739084100144e+00,2.495798861994508400e+01,2.000000000000000000e+00
-1.466146468292240934e-01,2.796068376205663242e+01,3.000000000000000000e+00
9.067334265604346522e-01,5.916640508508407947e+00,1.000000000000000000e+00
4.372908629538855424e-02,9.184519963856051239e-02,0.000000000000000000e+00
3.344675706804463300e-02,1.493056824628870294e-01,0.000000000000000000e+00
1.958406768850313284e+00,1.564203161847615142e+01,2.000000000000000000e+00
2.774382850186051908e+00,2.217062264705193897e+01,2.000000000000000000e+00
1.074954420625900520e+00,7.121838895882477516e+01,3.000000000000000000e+00
4.990585991494849161e-01,6.520643677542440741e+01,3.000000000000000000e+00
8.366951400712629994e-01,4.988468596227058072e+00,1.000000000000000000e+00
1.149950567659273837e+00,9.550621785219024673e+01,3.000000000000000000e+00
3.041651524309420263e-02,1.782318796772779934e-01,0.000000000000000000e+00
1.932382394219716248e+00,1.783269276702688089e+01,2.000000000000000000e+00
1.884578142088199487e-02,7.621845011731509523e-02,0.000000000000000000e+00
1.088567740201262568e+00,3.939903348048661158e+00,1.000000000000000000e+00
4.210712417364994575e-01,4.875663946843395991e+01,3.000000000000000000e+00
3.851108168467665821e-02,1.172769056447677122e-01,0.000000000000000000e+00
1.205379897296852576e+00,1.034188543499562769e+02,3.000000000000000000e+00
7.774616110909320366e-01,5.655011683258607924e+00,1.000000000000000000e+00
1.118182929075698828e+00,5.018967910071713945e+00,1.000000000000000000e+00
1.119037519411988590e+00,4.731334915126254259e+00,1.000000000000000000e+00
1.333278993445811800e+00,4.048737095410617215e+00,1.000000000000000000e+00
1.413287990461047361e+00,4.695040571016958708e+00,1.000000000000000000e+00
2.258245191821618425e-01,5.962582487108205243e+01,3.000000000000000000e+00
9.942919982719451433e-01,9.197294341009433083e+01,3.000000000000000000e+00
2.207789523790733899e+00,1.855404091759472607e+01,2.000000000000000000e+00
9.277309013875205679e-01,4.423152080220280169e+00,1.000000000000000000e+00
5.582063894086093658e-02,2.024510174258942752e-01,0.000000000000000000e+00
2.523597969851370859e+00,2.087010695038375019e+01,2.000000000000000000e+00
1.214219601394924242e+00,5.364624580443697610e+00,1.000000000000000000e+00
5.937289981065778377e-02,2.243687211491912359e-01,0.000000000000000000e+00
2.373251940865357845e+00,1.743908609104366292e+01,2.000000000000000000e+00
3.330997528318103279e-02,2.538910043684659001e-01,0.000000000000000000e+00
2.468880867305323079e-02,5.570157939422529125e+01,3.000000000000000000e+00
6.922606110855541450e-01,6.521545940698898036e+00,1.000000000000000000e+00
5.278080345637496951e-01,8.608680485756305245e+01,3.000000000000000000e+00
2.290587463237703236e-01,6.702896415083165493e+01,3.000000000000000000e+00
2.418161834837016411e+00,1.842515074091971528e+01,2.000000000000000000e+00
6.246719399391886807e-01,6.574248330403648310e+01,3.000000000000000000e+00
1.231929068307568986e+00,4.723217220616271028e+00,1.000000000000000000e+00
1.953121708419343960e+00,1.207360030093838610e+01,2.000000000000000000e+00
9.861462651968506687e-01,4.423763574090438411e+00,1.000000000000000000e+00
2.018927349738623353e-02,2.872320636720678277e-01,0.000000000000000000e+00
6.869494822030123293e-01,3.955158674020095244e+00,1.000000000000000000e+00
6.317191158014807961e-02,4.658858292643777710e-02,0.000000000000000000e+00
5.044271603321222042e-01,2.041400379248424457e+01,3.000000000000000000e+00
1.258753576529304308e+00,5.128640126920665843e+00,1.000000000000000000e+00
5.034969381525830068e-01,8.748876186341634309e+01,3.000000000000000000e+00
1.197075427583808693e+00,2.837618595935733268e+01,3.000000000000000000e+00
1.036524273957315057e+00,4.657216935761176124e+00,1.000000000000000000e+00
4.519765588496846981e-02,3.179440120721287455e-01,0.000000000000000000e+00
7.469149253605362748e-01,4.454244664352781768e+01,3.000000000000000000e+00
5.654366498072047748e-02,3.368631557532348886e-01,0.000000000000000000e+00
1.004449167659352327e+00,4.947832358344832038e+00,1.000000000000000000e+00
1.238766354592568231e+00,4.189838752051212367e+00,1.000000000000000000e+00
2.339497081111901355e+00,1.918401458946894422e+01,2.000000000000000000e+00
4.808101713629076707e-02,9.974706353621912158e-02,0.000000000000000000e+00
2.560311583210582789e-02,1.307090404739345846e-01,0.000000000000000000e+00
9.408027690960552025e-01,4.647868898955898942e+00,1.000000000000000000e+00
2.654696148165040792e-03,-3.019211647355848904e-02,0.000000000000000000e+00
1.874290998192776003e+00,1.766632181595389994e+01,2.000000000000000000e+00
9.828423073230019291e-02,6.153703765917536117e+01,3.000000000000000000e+00
7.865719929734105165e-01,6.337309343933455352e+01,3.000000000000000000e+00
8.785549789826860856e-01,5.725102970744616471e+01,3.000000000000000000e+00
2.025673932796070442e+00,2.259225249703109029e+01,2.000000000000000000e+00
9.031185539224256820e-01,4.085910960771062861e+00,1.000000000000000000e+00
1.606200790485243779e+00,2.158989445993695355e+01,2.000000000000000000e+00
2.892136409255259277e+00,1.817103937469125441e+01,2.000000000000000000e+00
8.772422429052575410e-01,6.723007050412203967e+01,3.000000000000000000e+00
7.780016709455332968e-01,4.958066225084927225e+00,1.000000000000000000e+00
7.292317092464115635e-01,6.577387258559714667e+01,3.000000000000000000e+00
7.875097024300095061e-01,4.496061336522362240e+01,3.000000000000000000e+00
1.880519126155248966e+00,2.155711246398898950e+01,2.000000000000000000e+00
4.947665841823575134e-02,1.857620514978706727e-01,0.000000000000000000e+00
6.585353698006443102e-01,3.243820224087635040e+00,1.000000000000000000e+00
7.804297278542575711e-01,3.719301397618133720e+00,1.000000000000000000e+00
8.461469936052213869e-01,6.389472389437549538e+01,3.000000000000000000e+00
1.000418437026856511e+00,4.510194710387101935e+01,3.000000000000000000e+00
1.715827772568182530e+00,2.020463335814945083e+01,2.000000000000000000e+00
1.022281822728339229e+00,4.894654320704711736e+00,1.000000000000000000e+00
9.665085823793061470e-01,5.108331724915437633e+00,1.000000000000000000e+00
4.593969346466372089e-02,3.237816311973462091e-01,0.000000000000000000e+00
2.275209452571788304e+00,2.158971450499347355e+01,2.000000000000000000e+00
1.018804443985253716e+00,4.523804911596596590e+00,1.000000000000000000e+00
1.300098631586084519e+00,4.805927796947240260e+00,1.000000000000000000e+00
1.855406090955216136e+00,1.523797922076190048e+01,2.000000000000000000e+00
1.204178787573883858e+00,3.412115087216064602e+00,1.000000000000000000e+00
1.229799691628767677e+00,3.998426353769786168e+00,1.000000000000000000e+00
1.688603717400797510e+00,1.707265060739249662e+01,2.000000000000000000e+00
1.267165207283739381e+00,6.108163631013079353e+00,1.000000000000000000e+00
4.770634759457673818e-02,2.669672548830038794e-01,0.000000000000000000e+00
2.579464294893382803e+00,1.961488823714890017e+01,2.000000000000000000e+00
2.330336882911953733e+00,1.573276452152146554e+01,2.000000000000000000e+00
1.822620239593631730e+00,4.148215153380659714e+00,1.000000000000000000e+00
3.237630436312632920e+00,1.961626797733910621e+01,2.000000000000000000e+00
2.390967726115776681e+00,1.844600237160633327e+01,2.000000000000000000e+00
1.284245349032770100e+00,6.863845089347881867e+01,3.000000000000000000e+00
8.963686874219496392e-01,5.045513191701049394e+00,1.000000000000000000e+00
1.123506834773743357e+00,4.986317207773231175e+00,1.000000000000000000e+00
5.513009966466865253e-01,4.313506809367616768e+01,3.000000000000000000e+00
5.030070534417319800e-02,1.892969640045442381e-01,0.000000000000000000e+00
1.923205879146002939e+00,1.271757356405767325e+01,2.000000000000000000e+00
2.426767150756989899e+00,1.618285523098998624e+01,2.000000000000000000e+00
4.349155625663678193e-02,1.711341361079861678e-01,0.000000000000000000e+00
9.450466891605624475e-01,3.701316767408967312e+00,1.000000000000000000e+00
2.739340416715648097e+00,1.798178726538031924e+01,2.000000000000000000e+00
1.175392597329416935e-02,2.130740577286091564e-01,0.000000000000000000e+00
5.986502170356191588e-01,2.338734206287086437e+01,3.000000000000000000e+00
1.084633336731052333e+00,4.867344063382748942e+00,1.000000000000000000e+00
7.133151486184567958e-01,8.171572649878694961e+01,3.000000000000000000e+00
1.414749698188411564e+00,1.625076768429318363e+01,2.000000000000000000e+00
1.881207857341318679e+00,3.885761947916697157e+00,1.000000000000000000e+00
2.787284197278619979e-01,7.017450046459867963e+01,3.000000000000000000e+00
2.950379895317155388e+00,1.437091577147667820e+01,2.000000000000000000e+00
1.651197896574806645e+00,4.649287298525086598e+00,1.000000000000000000e+00
1.254559876517548522e+00,4.472252090090575116e+00,1.000000000000000000e+00
5.027571901824418044e-02,9.647576775806260274e-02,0.000000000000000000e+00
4.522110544359778800e-02,5.925362256234448233e-02,0.000000000000000000e+00
2.113686350029590155e+00,1.824548807564269381e+01,2.000000000000000000e+00
4.722791211016828111e-02,2.096995964992718342e-01,0.000000000000000000e+00
6.673843905078457039e-01,2.858247695863001425e+01,3.000000000000000000e+00
-2.527632347866293205e-02,7.621616546319563668e+01,3.000000000000000000e+00
3.029272904341793332e-02,1.469498852389472532e-01,0.000000000000000000e+00
1.887218649245235413e+00,1.599572863907085463e+01,2.000000000000000000e+00
1.221995390156521033e+00,4.212566327370351971e+00,1.000000000000000000e+00
1.985942419517043867e+00,1.756773733283515426e+01,2.000000000000000000e+00
3.531726086101638629e-02,1.515765927133748692e-01,0.000000000000000000e+00
7.694396262373843776e-01,6.848122088928178641e+01,3.000000000000000000e+00
1.190174018935200362e+00,4.699506946968604382e+00,1.000000000000000000e+00
2.220295845601941487e+00,1.271771172253254711e+01,2.000000000000000000e+00
3.628682046672365713e-02,3.098776851987190550e-01,0.000000000000000000e+00
2.217041734129613140e+00,2.418451072990919215e+01,2.000000000000000000e+00
1.460881776031698109e+00,3.990090298154785664e+00,1.000000000000000000e+00
1.822862074990321268e+00,2.111971406218822978e+01,2.000000000000000000e+00
3.327423657844023608e-01,7.559321064538679025e+01,3.000000000000000000e+00
2.798722620162390207e-02,2.069802084990018942e-01,0.000000000000000000e+00
1.875361227466996628e+00,2.262632985770362737e+01,2.000000000000000000e+00
8.623532858104869803e-01,5.936702138476417367e+00,1.000000000000000000e+00
1.311343762011392577e+00,4.522654700904368497e+00,1.000000000000000000e+00
4.532702352741249108e-01,7.495820512235067667e+01,3.000000000000000000e+00
2.101882781317433446e-01,6.446477828258319676e+01,3.000000000000000000e+00
2.262612251323953938e+00,1.892649903779689069e+01,2.000000000000000000e+00
5.225362162881127537e-01,7.484254982143784218e+01,3.000000000000000000e+00
5.094063604600671535e-01,4.754701276531095999e+01,3.000000000000000000e+00
7.035429984402692405e-01,5.977365860588826685e+00,1.000000000000000000e+00
1.864188316030974457e+00,1.530459605462688799e+01,2.000000000000000000e+00
2.359890967071268442e+00,1.410950415613245923e+01,2.000000000000000000e+00
1.547798941009274287e+00,5.197965862624116085e+00,1.000000000000000000e+00
2.232285127597733940e-02,2.366598246096848490e-01,0.000000000000000000e+00
1.998674701577700663e-01,6.754200787804373363e+01,3.000000000000000000e+00
6.705766221108900860e-01,3.712547585358676372e+01,3.000000000000000000e+00
5.094084432393892747e-01,2.393720647488110131e+01,3.000000000000000000e+00
1.043879936782489359e+00,4.692467322702360377e+01,3.000000000000000000e+00
2.689639117405120960e-01,5.933540018711078545e+01,3.000000000000000000e+00
6.505518318185646853e-01,7.243143779712102059e+01,3.000000000000000000e+00
3.856146219543807874e-01,8.248225439972026152e+01,3.000000000000000000e+00
2.321564953554722949e-02,3.277664895788424682e-01,0.000000000000000000e+00
1.538455103296251014e+00,2.015685993199519999e+01,2.000000000000000000e+00
4.592240554129152497e-02,5.519156585026760431e-02,0.000000000000000000e+00
1.538271367132089743e-02,1.423096344337597130e-01,0.000000000000000000e+00
9.063708852653077352e-01,6.464240111928715393e+00,1.000000000000000000e+00
1.090773289553722991e+00,6.042623297343884303e+01,3.000000000000000000e+00
1.700706457586817821e+00,4.905819224885838103e+00,1.000000000000000000e+00
5.268414235580639593e-01,4.707545380312393490e+01,3.000000000000000000e+00
4.120460419882052833e-02,1.891239851543142503e-01,0.000000000000000000e+00
2.882070214986922174e+00,1.806381473020818618e+01,2.000000000000000000e+00
2.682043584144178983e+00,1.889787774121947450e+01,2.000000000000000000e+00
1.234268294598611870e+00,3.958886158352584062e+00,1.000000000000000000e+00
9.532439108588636190e-01,7.586977441104426134e+01,3.000000000000000000e+00
8.612844686348312129e-01,6.004925655552471930e+00,1.000000000000000000e+00
2.938270174862948281e+00,1.880217694221570923e+01,2.000000000000000000e+00
7.195011633462744527e-01,8.065092408683314318e+01,3.000000000000000000e+00
7.158425631014783685e-02,3.266911149186623176e-01,0.000000000000000000e+00
1.431259558166090073e+00,4.081711978277385633e+00,1.000000000000000000e+00
2.190181100536659375e+00,1.641414995475073013e+01,2.000000000000000000e+00
1.375571599623313990e+00,5.260779327912732128e+01,3.000000000000000000e+00
3.723471397657630855e-02,2.917861947054776195e-01,0.000000000000000000e+00
4.500985700691752939e-02,4.055723412056327914e-02,0.000000000000000000e+00
3.215783693735684706e-02,1.528961694381677228e-01,0.000000000000000000e+00
1.359086773831447506e-02,3.353872374165413062e-01,0.000000000000000000e+00
2.940479592465922512e-02,2.412931454275624443e-01,0.000000000000000000e+00
2.181388881745079278e+00,1.800913806046024490e+01,2.000000000000000000e+00
2.486217079821426146e-04,2.628345509264279900e-01,0.000000000000000000e+00
6.107604104069806056e-02,2.504046515517844851e-01,0.000000000000000000e+00
2.225972942903649887e+00,2.157193882435902310e+01,2.000000000000000000e+00
1.094545954787607300e+00,5.352384300052280608e+00,1.000000000000000000e+00
5.704866669592448258e-02,2.881639756949450626e-01,0.000000000000000000e+00
6.267962868899487061e-01,1.696369197341390134e+01,3.000000000000000000e+00
1.274466175890100805e+00,4.687371786029216558e+00,1.000000000000000000e+00
2.858697032817163031e+00,1.967498073756516774e+01,2.000000000000000000e+00
7.303185266328665604e-01,5.332361020487979886e+01,3.000000000000000000e+00
8.947375588369732569e-01,5.462938704188335493e+01,3.000000000000000000e+00
1.144804999094196196e+00,2.988367415243574854e+00,1.000000000000000000e+00
1.283990587895946112e+00,5.738004161064049313e+00,1.000000000000000000e+00
2.385192557079486853e-01,5.069379086439893456e+01,3.000000000000000000e+00
9.502971425632136260e-01,2.198458242554717401e+01,2.000000000000000000e+00
7.757286896849624469e-01,2.045329889760085962e+01,2.000000000000000000e+00
3.858687256184308856e-01,7.111208932006897498e+01,3.000000000000000000e+00
1.480703517944238268e+00,5.752419223387472691e+00,1.000000000000000000e+00
1.425416137011536577e+00,5.949958846397542800e+00,1.000000000000000000e+00
1.501887842764332071e+00,4.443867430833082111e+00,1.000000000000000000e+00
3.425800670730151931e-01,3.531302256240155657e+01,3.000000000000000000e+00
3.401985299068265023e-02,2.791662693962936315e-01,0.000000000000000000e+00
3.768703435223519360e-02,1.410635243055788635e-01,0.000000000000000000e+00
2.340595711984688077e+00,2.121752201192940745e+01,2.000000000000000000e+00
2.867404540794456225e-02,2.183342005738351799e-01,0.000000000000000000e+00
2.070478927089648646e+00,1.683546954437631271e+01,2.000000000000000000e+00
2.715141727015921269e+00,1.615979200937718119e+01,2.000000000000000000e+00
7.469462027264712756e-01,2.831728113989020557e+01,3.000000000000000000e+00
3.271135179305932006e+00,1.705077465091559574e+01,2.000000000000000000e+00
1.782326473370121622e+00,1.441235081389444694e+01,2.000000000000000000e+00
-5.489048853126597960e-01,8.680900892046288675e+01,3.000000000000000000e+00
5.712797588646945091e-02,1.967305251905906993e-01,0.000000000000000000e+00
1.283840835360789412e-01,1.128868669403406955e+02,3.000000000000000000e+00
3.016715766150547928e+00,2.241351098248082607e+01,2.000000000000000000e+00
2.098209819948819277e+00,2.567459785700475550e+01,2.000000000000000000e+00
2.461417744017750042e+00,2.127393036178280639e+01,2.000000000000000000e+00
5.643805008750447938e-02,7.858113872122679533e-02,0.000000000000000000e+00
1.377300626521554161e+00,2.449500703470325291e+01,2.000000000000000000e+00
1.787330051987943633e-02,2.825416348988030180e-01,0.000000000000000000e+00
5.106136070512591330e-01,4.056686530917427547e+01,3.000000000000000000e+00
1.090916336335843173e+00,4.467873639484524873e+00,1.000000000000000000e+00
2.239317595158045293e+00,1.033823659529413597e+01,2.000000000000000000e+00
1.070232543654113577e+00,4.117001102669218149e+00,1.000000000000000000e+00
9.431748522273397661e-01,4.328808924619592879e+00,1.000000000000000000e+00
1.184928567165258961e+00,4.597607851716289495e+00,1.000000000000000000e+00
2.709760490789751494e-02,1.869856945632315526e-01,0.000000000000000000e+00
2.563814771818490268e+00,1.931081450923904796e+01,2.000000000000000000e+00
3.928347921780096785e-02,1.181779316766527477e-01,0.000000000000000000e+00
1.032019226285859403e+00,8.791367621579911429e+01,3.000000000000000000e+00
